id,provider,name,name_en,category,country,base_price,currency,external_link,brochure_link,benefits,benefits_en,min_age,max_age,tags
plan_d50616ee595773c2,Chubb,Chubb Viaje Elite,Chubb Travel Elite,viaje,CO,30000.00,COP,https://copa.chubbtravelinsurance.com/copa/co-es/home/summary-of-benefits/what-do-we-cover.html,,Muerte Accidental | Pérdida de Equipaje | Interrupción o Cancelación de Viaje | Repatriación de Restos Mortales | Emergencia Médica en Viaje / Gastos Médicos por Acc. o Enfermedad | Retraso de Equipaje | Emergencia Odontológia | Gastos Médicos por Covid,Accidental Death | Lost Baggage | Trip Interruption or Cancellation | Repatriation of Mortal Remains | Medical Emergency during Travel / Medical Expenses for Accident or Illness | Baggage Delay | Dental Emergency | Medical Expenses for Covid,,,odontologia | covid | viaje
plan_daf855d99f03a06a,Chubb,Chubb Viaje Básico,Chubb Travel Basic,viaje,CO,5000.00,COP,https://copa.chubbtravelinsurance.com/copa/co-es/home/summary-of-benefits/what-do-we-cover.html,,Muerte Accidental | Pérdida de Equipaje | Interrupción o Cancelación de Viaje | Repatriación de Restos Mortales | Emergencia Médica en Viaje / Gastos Médicos por Acc. o Enfermedad | Retraso de Equipaje | Emergencia Odontológia | Gastos Médicos por Covid,Accidental Death | Lost Baggage | Trip Interruption or Cancellation | Repatriation of Mortal Remains | Medical Emergency during Travel / Medical Expenses for Accident or Illness | Baggage Delay | Dental Emergency | Medical Expenses for Covid,,,odontologia | covid | viaje
plan_0ec3901a16633d21,Chubb,Chubb Viaje Premium,Chubb Travel Premium,viaje,CO,15000.00,COP,https://copa.chubbtravelinsurance.com/copa/co-es/home/summary-of-benefits/what-do-we-cover.html,,Muerte Accidental | Pérdida de Equipaje | Interrupción o Cancelación de Viaje | Repatriación de Restos Mortales | Emergencia Médica en Viaje / Gastos Médicos por Acc. o Enfermedad | Retraso de Equipaje | Emergencia Odontológia | Gastos Médicos por Covid,Accidental Death | Lost Baggage | Trip Interruption or Cancellation | Repatriation of Mortal Remains | Medical Emergency during Travel / Medical Expenses for Accident or Illness | Baggage Delay | Dental Emergency | Medical Expenses for Covid,,,odontologia | covid | viaje
plan_12b8cc5df5a99079,Seguros SURA,Plan Empresario SURA,SURA Entrepreneur Plan,otros,MX,250.00,MXN,https://www.segurossura.com.mx/plan-empresario-sura/,,"Protección integral para tu empresa | Te cubrimos el viaje de regreso | Protección de pertenencias, sin importar si rentas o eres dueño. | Protección ante desastres naturales | Protección de equipo de trabajo contra daños y robo | Servicios de asistencia (plomería, electricidad, cerrajería, etc.) para emergencias empresariales | Eliminación del coaseguro para cobertura de Terremoto y Fenómenos Hidrometeorológicos | Deducible del 3% para desastres naturales y 10% para otras coberturas","Comprehensive protection for your company | We cover your return trip in case of emergency | Protection of belongings, regardless of whether you rent or own. | Protection against natural disasters | Protection of work equipment against damage and theft | Assistance services (plomería, electricidad, cerrajería, etc.) para emergencias empresariales | Elimination of co-insurance for Earthquake and Hydrometeorological Phenomena coverage | 3% deductible for natural disasters and 10% for other coverages",,,viaje
plan_39d0c31422deda3e,Colsanitas,Planmed® Vital,Planmed® Vital,salud,MX,4199.00,MXN,https://axakeralty.mx/,,"Check up anual: Consulta de valoración, estudios de laboratorio (perfil de lípidos, creatinina en suero, glicemia en ayunas y examen general de orina). | Consultas de medicina general (ilimitada) | 6 Consultas de psicología y 6 nutrición | Orientación médica telefónica 24/7 (ilimitada) | Cuidado dental: 2 limpiezas dentales anuales para adultos.","Annual check-up: Evaluation consultation, laboratory studies (lipid profile, serum creatinine, fasting glycemia, and general urine test). | General medical consultations (unlimited) | 6 Psychology consultations and 6 Nutrition consultations | 24/7 Medical telephone orientation (unlimited) | Dental care: 2 annual dental cleanings for adults.",,,odontologia
plan_6576c1ef8fc4d82f,Colsanitas,Planmed® Estándar,Planmed® Standard,salud,MX,1999.00,MXN,https://axakeralty.mx/,,"Check up anual: Consulta de valoración, estudios de laboratorio (perfil de lípidos, creatinina en suero, glicemia en ayunas y examen general de orina). | Consultas de medicina general (ilimitada) | 6 Consultas de psicología y 6 nutrición | Orientación médica telefónica 24/7 (ilimitada) | Cuidado dental: 2 limpiezas dentales anuales para adultos.","Annual check-up: Evaluation consultation, laboratory studies (lipid profile, serum creatinine, fasting glycemia, and general urine test). | General medical consultations (unlimited) | 6 Psychology consultations and 6 Nutrition consultations | 24/7 Medical telephone orientation (unlimited) | Dental care: 2 annual dental cleanings for adults.",,,odontologia
plan_2cfd315850632bdf,Colsanitas,Colsanitas Plan Esencial,Colsanitas Essential Plan,salud,CO,39500.00,COP,https://www.policia.gov.co/bienestar/alianzas-bienestar/colsanitas-plan-esencial,,"Servicio médico domiciliario ilimitado. | Traslado terrestre de urgencia en ambulancia. | Consultas odontológicas no programadas. | Orientación telefónica en síntomas de salud. | Acceso directo a 15 especialidades médicas en Centros Médicos Colsanitas y red adscrita (vale electrónico de 24,500 para consultas de especialista).","Unlimited home medical service. | Emergency ground ambulance transportation. | Unscheduled dental consultations. | Telephone guidance on health symptoms. | Direct access to 15 medical specialties at Colsanitas Medical Centers and affiliated networks (an electronic voucher of 24,500 applies to specialist consultations).",,,odontologia
plan_fd7489170b788161,Hdi Seguros,Seguro de Vida Básico,Basic Life Insurance,vida,CO,2300.00,COP,https://www.larepublica.co/finanzas/hdi-seguros-tiene-ofertas-de-cobertura-de-10-millones-con-seguros-desde-los-2-300-4159949,,Fallecimiento | Incapacidad total y permanente | Incapacidad temporal | Enfermedades graves | Renta diaria por hospitalización por accidente o enfermedad,Death | Total and permanent disability | Temporary disability | Serious illnesses | Daily income for hospitalization due to accident or illness,,,
plan_601ce55c4ea85c83,Seguros SURA,SALUD PARA TODOS CLÁSICO,HEALTH FOR ALL CLASSIC,salud,CO,141567.00,COP,https://queseguro.co/Seguros/Sura/Plan-Salud-Para-todos-Clasico,,Atención Ambulatoria | Atención Hospitalaria | Maternidad y Recién Nacido | Servicios a Domicilio o Telemedicina | Tratamiento contra el Cáncer | Tratamiento contra el VIH | Urgencias Odontológica | Exámenes de Diagnóstico,Ambulatory Care | Hospital Care | Maternity and Newborn | Home Services or Telemedicine | Cancer Treatment | HIV Treatment | Dental Emergencies | Diagnostic Tests,,,odontologia
plan_77dbbad1e0734261,Seguros SURA,SALUD PARA TODOS PREFERENCIAL,HEALTH FOR ALL PREFERENTIAL,salud,CO,160811.00,COP,https://queseguro.co/Seguros/Sura/Plan-Salud-Para-todos-Preferente,,Atención Ambulatoria | Atención Hospitalaria | Maternidad y Recién Nacido | Servicios a Domicilio o Telemedicina | Tratamiento contra el Cáncer | Tratamiento contra el VIH | Urgencias Odontológica | Exámenes de Diagnóstico,Ambulatory Care | Hospital Care | Maternity and Newborn | Home Services or Telemedicine | Cancer Treatment | HIV Treatment | Dental Emergencies | Diagnostic Tests,,,odontologia
plan_1c9451c46f6b6a7b,Seguros SURA,PLAN SALUD CLASICO,CLASSIC HEALTH PLAN,salud,CO,503355.00,COP,https://queseguro.co/Seguros/Sura/Plan-Salud-Clasico,,Atención Ambulatoria | Atención Hospitalaria | Servicios en Urgencia | Examenes de Diagnóstico | Maternidad y Recién Nacido | Servicios a Domicilio o Telemedicina | Prótesis | Tratamiento contra el Cáncer,Outpatient Care | Hospital Care | Emergency Services | Diagnostic Tests | Maternity and Newborn Care | Home Services or Telemedicine | Prosthetics | Cancer Treatment,,,
plan_1fc5e784d3150450,Seguros SURA,PLAN SALUD GLOBAL,GLOBAL HEALTH PLAN,salud,CO,601726.00,COP,https://queseguro.co/Seguros/Sura/Plan-Salud-Global,,Atención Ambulatoria | Atención Hospitalaria | Maternidad y Recién Nacido | Servicios a Domicilio o Telemedicina | Tratamiento contra el Cáncer | Tratamiento contra el VIH | Urgencias Odontológica | Exámenes de Diagnóstico,Ambulatory Care | Hospital Care | Maternity and Newborn | Home Services or Telemedicine | Cancer Treatment | HIV Treatment | Dental Emergencies | Diagnostic Tests,,,odontologia
plan_e67084a3fb2931da,Bmi Cos.,BMI Travel Assist - Extended Stay Plan,BMI Travel Assist - Extended Stay Plan,viaje,MX,151.53,MXN,https://www.bmitravelassist.com/Plans?plan=2,,Asistencia Médica por Accidente | Asistencia Médica por Enfermedad | Medicamentos Recetados | Emergencia Dental | Repatriaci��n o Traslado Sanitario | Gastos de Hotel por Convalescencia | Asistencia por Documentos y Efectos Personales Perdidos | Asistencia Legal por Accidente de Tráfico,Medical Assistance for Accident | Medical Assistance for Illness | Prescription Drugs | Dental Emergency | Repatriation or Sanitary Transfer | Hotel Expenses for Convalescence | Lost Documents and Personal Effects Assistance | Legal Assistance for Traffic Accident,,,odontologia | viaje
plan_6b01ef0147b2797c,Bmi Cos.,BMI Travel Assist - Daily Plan,BMI Travel Assist - Daily Plan,viaje,MX,18.25,MXN,https://www.bmitravelassist.com/Plans?plan=0,,Medical Assistance for Accident | Medical Assistance for Illness | Medical Assistance in Case of Pre-Existing Medical Condition | Prescription Drugs | Dental Emergency | Repatriation or Sanitary Transfer | Repatriation of Mortal Remains | Accidental Death,Medical Assistance for Accident | Medical Assistance for Illness | Medical Assistance in Case of Pre-Existing Medical Condition | Prescription Drugs | Dental Emergency | Repatriation or Sanitary Transfer | Repatriation of Mortal Remains | Accidental Death,,,odontologia | viaje
plan_c30ceb2a1823c25a,Bmi Cos.,BMI Travel Assist - Multi-Trip Annual Plan,BMI Travel Assist - Multi-Trip Annual Plan,viaje,MX,148.00,MXN,https://www.bmitravelassist.com/Plans?plan=1,,Asistencia Médica por Accidente | Asistencia Médica por Enfermedad | Medicamentos Recetados | Emergencia Dental | Repatriación o Traslado Sanitario | Gastos de Hotel por Convalecencia | Asistencia por Documentos y Efectos Personales Perdidos | Asistencia Legal por Accidente de Tráfico,Medical Assistance for Accident | Medical Assistance for Illness | Prescription Drugs | Dental Emergency | Repatriation or Sanitary Transfer | Hotel Expenses for Convalescence | Lost Documents and Personal Effects Assistance | Legal Assistance for Traffic Accident,,,odontologia | viaje
plan_981aef6f71ff136d,Chubb,Chubb Auto Insurance,Chubb Auto Insurance,auto,MX,4800.00,MXN,https://seguro.mx/chubb/seguro-de-auto-chubb/,,Robo Total | Daños Materiales | Responsabilidad Civil por Daños a Terceros | Gastos Médicos | Asistencia Legal Plus | RC en USA y Canadá | Asistencia en Viajes IKE | Auto Relevo Plus,Total Theft | Material Damages | Civil Liability for Damages to Third Parties | Medical Expenses | Legal Assistance Plus | Civil Liability in USA and Canada | Travel Assistance IKE | Relief Car Plus,,,auto | viaje
plan_2ad7a90c373f0022,Allianz,Asistencia de Viaje Anual,Annual Travel Assistance,viaje,MX,3646.00,MXN,https://www.allianztravel.com.mx/asistencia-de-viaje/planes/asistencia-de-viaje-anual.html,,Transporte de Urgencia: 250.000 US$ | Urgencias Médicas: 75.000 US$ | Cancelación de viaje: 3.000 US$ | Interrupción de viaje: 3.000 US$ | Equipaje: 1.000 US$,Emergency Transportation: 250.000 US$ | Medical Emergencies: 75.000 US$ | Trip Cancellation: 3.000 US$ | Trip Interruption: 3.000 US$ | Baggage: 1.000 US$,,,viaje
plan_9ee379b989d33c7a,Allianz,Asistencia de Viaje Básico,Basic Travel Assistance,viaje,MX,691.00,MXN,https://www.allianztravel.com.mx/asistencia-de-viaje/planes/asistencia-de-viaje-basico.html,,Transporte de Urgencia: 50.000 US$ | Urgencias Médicas: 10.000 US$ | Cancelación de viaje: 500 US$ | Interrupción de Viaje: 10.000 US$ | Equipaje: 500 US$,Emergency Transportation: 50.000 US$ | Medical Emergencies: 10.000 US$ | Trip Cancellation: 500 US$ | Trip Interruption: 10.000 US$ | Baggage: 500 US$,,,viaje
plan_12616556b4adbc2a,Allianz,Cancelación de Viaje,Trip Cancellation,viaje,MX,405.00,MXN,https://www.allianztravel.com.mx/asistencia-de-viaje/planes/cancelacion-de-viaje.html,,Interrupción de viaje: 5.000 US$ | Cancelación de Viaje: 5.000 US$ | Demora de Viaje: 150 US$,Trip Interruption: 5.000 US$ | Trip Cancellation: 5.000 US$ | Travel Delay: 150 US$,,,viaje
plan_b38c842891624ad6,Allianz,Asistencia de Viaje Premium,Premium Travel Assistance,viaje,MX,3626.00,MXN,https://www.allianztravel.com.mx/asistencia-de-viaje/planes/asistencia-de-viaje-premium.html,,Transporte de Urgencia: 1.000.000 US$ | Urgencias Médicas: 75.000 US$ | Cancelación de viaje: 20.000 US$ | Interrupción de viaje: 20.000 US$ | Equipaje: 2.000 US$,Emergency Transportation: 1.000.000 US$ | Medical Emergencies: 75.000 US$ | Trip Cancellation: 20.000 US$ | Trip Interruption: 20.000 US$ | Baggage: 2.000 US$,,,viaje
plan_a7d09eabfdfc3c2d,Allianz,Asistencia de Viaje Intermedio,Intermediate Travel Assistance,viaje,MX,1762.00,MXN,https://www.allianztravel.com.mx/asistencia-de-viaje/planes/asistencia-de-viaje-intermedio.html,,Transporte de Urgencia: 500.000 US$ | Urgencias Médicas: 60.000 US$ | Cancelación de viaje: 2.000 US$ | Interrupción de Viaje: 10.000 US$ | Equipaje: 1.000 US$,Emergency Transportation: 500.000 US$ | Medical Emergencies: 60.000 US$ | Trip Cancellation: 2.000 US$ | Trip Interruption: 10.000 US$ | Baggage: 1.000 US$,,,viaje
plan_b6dace239fcb71fb,Allianz,Asistencia Médica Durante el Viaje,Medical Assistance During Travel,viaje,MX,831.00,MXN,https://www.allianztravel.com.mx/asistencia-de-viaje/planes/assistencia-medica-durante-el-viaje.html,,Transporte de Urgencia: 250.000 US$ | Urgencias Médicas: 60.000 US$ | Equipaje: 2.000 US$,Emergency Transportation: 250.000 US$ | Medical Emergencies: 60.000 US$ | Baggage: 2.000 US$,,,viaje
plan_4b81cf562de2fb07,Allianz,Gold Plus,Gold Plus Health Insurance,salud,CO,150000.00,COP,https://www.allianz.co/seguros/personas/salud/gold.html,,"Habitación individual. Cama de acompañante. Enfermera especial. Cuidados intensivos. Servicios hospitalarios. Honorarios médicos. Gastos pre y post hospitalarios. | Urgencias | Atención embarazo, parto o cesárea | Enfermedades congénitas para bebe nacido en la cobertura. | Terapia | Exámenes especiales de diagnóstico | Consultas medicina general y especializada. | Consultas telemedicina y bienestar virtual","Individual room. Companion bed. Special nurse. Intensive care. Hospital services. Medical fees. Pre and post-hospital expenses. | Emergencies | Pregnancy, delivery or C-section care | Congenital diseases for babies born under coverage. | Therapy | Special diagnostic exams | General and specialized medical consultations. | Telemedicine and virtual wellness consultations",,,
plan_0057f38f103e3115,Allianz,Care,Care Health Insurance,salud,CO,200000.00,COP,https://www.allianz.co/seguros/personas/salud/care.html,,"Habitación individual. Cama de acompañante. Enfermera especial. Cuidados intensivos. Servicios hospitalarios. Honorarios médicos. Gastos pre y post hospitalarios. | Urgencias | Atención embarazo, parto o cesárea | Enfermedades congénitas para bebe nacido en la cobertura. | Terapia | Exámenes especiales de diagnóstico | Consultas medicina general y especializada. | Consultas telemedicina y bienestar virtual","Individual room. Companion bed. Special nurse. Intensive care. Hospital services. Medical fees. Pre and post-hospital expenses. | Emergencies | Pregnancy, delivery or C-section care | Congenital diseases for babies born under coverage. | Therapy | Special diagnostic exams | General and specialized medical consultations. | Telemedicine and virtual wellness consultations",,,auto
plan_509d8ade260914d5,Allianz,Plus,Plus Health Insurance,salud,CO,100000.00,COP,https://www.allianz.co/seguros/personas/salud/plus.html,,"Habitación individual. Cama de acompañante. Enfermera especial. Cuidados intensivos. Servicios hospitalarios. Honorarios médicos. Gastos pre y post hospitalarios. | Urgencias | Atención embarazo, parto o cesárea | Enfermedades congénitas para bebe nacido en la cobertura. | Terapia | Exámenes especiales de diagnóstico | Consultas medicina general y especializada. | Consultas telemedicina y bienestar virtual","Individual room. Companion bed. Special nurse. Intensive care. Hospital services. Medical fees. Pre and post-hospital expenses. | Emergencies | Pregnancy, delivery or C-section care | Congenital diseases for babies born under coverage. | Therapy | Special diagnostic exams | General and specialized medical consultations. | Telemedicine and virtual wellness consultations",,,
plan_7ea862e5eb35106d,AXA Colpatria,Plan Fesalud,Fesalud Plan,salud,CO,350000.00,COP,https://www.axacolpatria.co/nuestra-oferta-planes-de-salud,,Acceso directo e ilimitado a todas las especialidades médicas | Atención de médico domiciliario (5 consultas por vigencia sin cobro) | Exámenes de diagnóstico simple y especializado ilimitados | Terapias | Acceso a procedimientos de hospitalización y cirugía ilimitados | Habitación individual en caso de hospitalización | Urgencias odontológicas | Asistencia de urgencias internacionales,Direct and unlimited access to all medical specialties | Home doctor care (5 consultations per validity period without charge) | Unlimited simple and specialized diagnostic tests | Therapies | Unlimited access to hospitalization and surgical procedures | Private room in case of hospitalization | Dental emergencies | International emergency assistance,,,odontologia | internacional
plan_1b0a42e44618ad12,AXA Colpatria,Plan Alterno,Alternate Plan,salud,CO,170000.00,COP,https://www.axacolpatria.co/nuestra-oferta-planes-de-salud,,Acceso directo e ilimitado a todas las especialidades médicas | Atención de médico domiciliario (5 consultas por vigencia sin cobro) | Exámenes de diagnóstico simple y especializado ilimitados | Terapias | Acceso a procedimientos de hospitalización y cirugía ilimitados | Habitación individual en caso de hospitalización | Urgencias odontológicas | Asistencia de urgencias internacionales,Direct and unlimited access to all medical specialties | Home doctor care (5 consultations per validity period without charge) | Unlimited simple and specialized diagnostic tests | Therapies | Unlimited access to hospitalization and surgical procedures | Private room in case of hospitalization | Dental emergencies | International emergency assistance,,,odontologia | internacional
